"Seq,cal","Seq,all",L,L/Hs,a,"a1,mea","a1,mean","a1,cal","a1/Hs,cal","a1,all","a1/Hs,all",a1/AD50,a1/AD90,a1/AD95,"hu,mea","hu,cal",qs,ys,ls,ys/Hs,ls/Hs
0.019876144,0,0.5,4.933933458,0.04,0.04,,,0,0.04,0.394714677,2.820675552,1.765458799,1.765458799,,,0,0.125,0.49,1.233483365,4.835254789
0.028582355,0.028,2,26.17942309,0.084,0.034,0.028,0.028,0.366511923,0.028,0.366511923,1.974472886,1.235821159,1.235821159,,,0,0.09,0.48,1.178074039,6.283061542
0.028582355,0.034,2,26.17942309,0.084,0.026,0.016,0.02,0.261794231,0.016,0.209435385,1.128270221,0.706183519,0.706183519,,,21.4,0.056,0.43,0.733023847,5.628575965
0.028582355,0.036,2,26.17942309,0.084,0.022,0.012,0.017,0.222525096,0.012,0.157076539,0.846202666,0.52963764,0.52963764,,,42.6,0.055,0.33,0.719934135,4.31960481
0.028582355,0.04,2,26.17942309,0.084,0.012,0.004,0.005,0.065448558,0.004,0.052358846,0.282067555,0.17654588,0.17654588,,,71,0.047,0.33,0.615216443,4.31960481
0.024065665,0.024,2,22.90129045,0.084,0.038,0.036,0.035,0.400772583,0.036,0.412223228,2.538607997,1.588912919,1.588912919,,,0,0.145,0.63,1.660343557,7.213906491
0.024065665,0.029,2,22.90129045,0.084,0.026,0.026,0.024,0.274815485,0.026,0.297716776,1.833439109,1.147548219,1.147548219,,,21.4,0.077,0.58,0.881699682,6.64137423
0.024065665,0.032,2,22.90129045,0.084,0.016,0.02,0.016,0.183210324,0.02,0.229012904,1.410337776,0.882729399,0.882729399,,,42.6,0.068,0.38,0.778643875,4.351245185
0.024065665,0.035,2,22.90129045,0.084,0.018,0.014,0.012,0.137407743,0.014,0.160309033,0.987236443,0.61791058,0.61791058,,,71,0.057,0.41,0.652686778,4.694764542
0.020855066,0.023,2,20.48768288,0.084,0.034,0.038,0.038,0.389265975,0.038,0.389265975,2.679641774,1.677185859,1.677185859,,,0,0.173,0.73,1.772184569,7.478004252
0.020855066,0.026,2,20.48768288,0.084,0.03,0.032,0.033,0.338046768,0.032,0.327802926,2.256540441,1.412367039,1.412367039,,,21.4,0.132,0.63,1.35218707,6.453620108
0.020855066,0.029,2,20.48768288,0.084,0.026,0.026,0.026,0.266339877,0.026,0.266339877,1.833439109,1.147548219,1.147548219,,,42.6,0.094,0.65,0.962921095,6.658496937
0.020855066,0.031,2,20.48768288,0.084,0.026,0.022,0.02,0.204876829,0.022,0.225364512,1.551371553,0.971002339,0.971002339,,,71,0.081,0.48,0.829751157,4.917043892
0.028582355,0.028,2,26.17942309,0.1,0.046,0.044,0.043,0.562857596,0.044,0.575947308,3.102743107,1.942004678,1.942004678,,,0,0.173,0.6,2.264520097,7.853826927
0.028582355,0.036,2,26.17942309,0.1,0.028,0.028,0.026,0.3403325,0.028,0.366511923,1.974472886,1.235821159,1.235821159,,,21.4,0.096,0.43,1.256612308,5.628575965
0.028582355,0.039,2,26.17942309,0.1,0.03,0.022,0.024,0.314153077,0.022,0.287973654,1.551371553,0.971002339,0.971002339,,,42.6,0.084,0.5,1.09953577,6.544855773
0.028582355,0.041,2,26.17942309,0.1,0.026,0.018,0.018,0.235614808,0.018,0.235614808,1.269303998,0.794456459,0.794456459,,,71,0.069,0.41,0.903190097,5.366781734
0.024065665,0.026,2,22.90129045,0.1,0.052,0.048,0.048,0.549630971,0.048,0.549630971,3.384810662,2.118550558,2.118550558,,,0,0.21,0.68,2.404635497,7.786438752
0.024065665,0.031,2,22.90129045,0.1,0.034,0.038,0.037,0.423673873,0.038,0.435124518,2.679641774,1.677185859,1.677185859,,,21.4,0.144,0.53,1.648892912,6.068841968
0.024065665,0.032,2,22.90129045,0.1,0.038,0.036,0.035,0.400772583,0.036,0.412223228,2.538607997,1.588912919,1.588912919,,,42.6,0.122,0.58,1.396978717,6.64137423
0.024065665,0.035,2,22.90129045,0.1,0.034,0.03,0.029,0.332068711,0.03,0.343519357,2.115506664,1.324094099,1.324094099,,,71,0.097,0.45,1.110712587,5.15279035
0.020855066,0.021,2,20.48768288,0.1,0.064,0.058,0.058,0.594142804,0.058,0.594142804,4.08997955,2.559915258,2.559915258,,,0,0.243,0.78,2.48925347,7.990196324
0.020855066,0.029,2,20.48768288,0.1,0.042,0.042,0.042,0.430241341,0.042,0.430241341,2.961709329,1.853731739,1.853731739,,,21.4,0.176,0.68,1.802916094,6.96581218
0.020855066,0.03,2,20.48768288,0.1,0.042,0.04,0.039,0.399509816,0.04,0.409753658,2.820675552,1.765458799,1.765458799,,,42.6,0.172,0.68,1.761940728,6.96581218
0.020855066,0.035,2,20.48768288,0.1,0.032,0.03,0.03,0.307315243,0.03,0.307315243,2.115506664,1.324094099,1.324094099,,,71,0.13,0.63,1.331699387,6.453620108
0.028582355,0.029,2,26.17942309,0.124,0.064,0.066,0.065,0.85083125,0.066,0.863920962,4.65411466,2.913007018,2.913007018,,,0,0.215,0.56,2.814287982,7.330238466
0.028582355,0.036,2,26.17942309,0.124,0.048,0.052,0.051,0.667575289,0.052,0.680665,3.666878217,2.295096438,2.295096438,,,21.4,0.174,0.53,2.277609809,6.937547119
0.028582355,0.039,2,26.17942309,0.124,0.062,0.046,0.051,0.667575289,0.046,0.602126731,3.243776885,2.030277618,2.030277618,,,42.6,0.155,0.55,2.02890529,7.19934135
0.028582355,0.039,2,26.17942309,0.124,0.046,0.046,0.046,0.602126731,0.046,0.602126731,3.243776885,2.030277618,2.030277618,,,71,0.142,0.46,1.858739039,6.021267311
0.024065665,0.025,2,22.90129045,0.124,0.076,0.074,0.075,0.858798392,0.074,0.847347747,5.218249771,3.266098777,3.266098777,,,0,0.238,0.63,2.725253563,7.213906491
0.024065665,0.03,2,22.90129045,0.124,0.066,0.064,0.061,0.698489359,0.064,0.732841294,4.513080883,2.824734078,2.824734078,,,21.4,0.209,0.58,2.393184852,6.64137423
0.024065665,0.034,2,22.90129045,0.124,0.056,0.056,0.056,0.641236133,0.056,0.641236133,3.948945773,2.471642318,2.471642318,,,42.6,0.194,0.58,2.221425173,6.64137423
0.024065665,0.037,2,22.90129045,0.124,0.054,0.05,0.05,0.572532261,0.05,0.572532261,3.52584444,2.206823498,2.206823498,,,71,0.195,0.55,2.232875819,6.297854873
0.020855066,0.021,2,20.48768288,0.124,0.084,0.082,0.082,0.839994998,0.082,0.839994998,5.782384881,3.619190537,3.619190537,,,0,0.267,0.63,2.735105665,6.453620108
0.020855066,0.026,2,20.48768288,0.124,0.076,0.072,0.07,0.717068901,0.072,0.737556584,5.077215993,3.177825837,3.177825837,,,21.4,0.232,0.68,2.376571214,6.96581218
0.020855066,0.029,2,20.48768288,0.124,0.066,0.066,0.066,0.676093535,0.066,0.676093535,4.65411466,2.913007018,2.913007018,,,42.6,0.232,0.63,2.376571214,6.453620108
0.020855066,0.031,2,20.48768288,0.124,0.062,0.062,0.059,0.604386645,0.062,0.635118169,4.372047105,2.736461138,2.736461138,,,71,0.208,0.63,2.13071902,6.453620108
0.028582355,0.026,2,26.17942309,0.148,0.098,0.096,0.093,1.217343174,0.096,1.256612308,6.769621324,4.237101117,4.237101117,,,0,0.24,0.53,3.141530771,6.937547119
0.028582355,0.035,2,26.17942309,0.148,0.074,0.078,0.071,0.92936952,0.078,1.020997501,5.500317326,3.442644657,3.442644657,,,21.4,0.19,0.48,2.487045194,6.283061542
0.028582355,0.036,2,26.17942309,0.148,0.082,0.076,0.075,0.981728366,0.076,0.994818077,5.359283548,3.354371717,3.354371717,,,35.6,0.203,0.45,2.657211444,5.890370196
0.028582355,0.041,2,26.17942309,0.148,0.064,0.066,0.065,0.85083125,0.066,0.863920962,4.65411466,2.913007018,2.913007018,,,71,0.177,0.45,2.316878944,5.890370196
0.024065665,0.022,2,22.90129045,0.148,0.1,0.104,0.1,1.145064522,0.104,1.190867103,7.333756435,4.590192876,4.590192876,,,0,0.27,0.55,3.09167421,6.297854873
0.024065665,0.032,2,22.90129045,0.148,0.082,0.084,0.083,0.950403554,0.084,0.961854199,5.923418659,3.707463477,3.707463477,,,35.6,0.238,0.56,2.725253563,6.412361325
0.024065665,0.032,2,22.90129045,0.148,0.082,0.084,0.083,0.950403554,0.084,0.961854199,5.923418659,3.707463477,3.707463477,,,42.6,0.228,0.6,2.610747111,6.870387134
0.024065665,0.037,2,22.90129045,0.148,0.076,0.074,0.07,0.801545166,0.074,0.847347747,5.218249771,3.266098777,3.266098777,,,71,0.219,0.55,2.507691304,6.297854873
0.020855066,0.022,2,20.48768288,0.148,0.11,0.104,0.103,1.055115668,0.104,1.06535951,7.333756435,4.590192876,4.590192876,,,0,0.288,0.68,2.950226335,6.96581218
0.020855066,0.027,2,20.48768288,0.148,0.092,0.094,0.093,0.952677254,0.094,0.962921095,6.628587547,4.148828177,4.148828177,,,21.4,0.255,0.63,2.612179568,6.453620108
0.020855066,0.028,2,20.48768288,0.148,0.088,0.092,0.091,0.932189571,0.092,0.942433413,6.487553769,4.060555237,4.060555237,,,42.6,0.251,0.63,2.571204202,6.453620108
0.020855066,0.03,2,20.48768288,0.148,0.082,0.088,0.088,0.901458047,0.088,0.901458047,6.205486214,3.884009357,3.884009357,,,71,0.25,0.61,2.56096036,6.248743279
0.028582355,0.028,1.5,19.63456732,0.063,0.0225,0.021,0.021,0.274883942,0.021,0.274883942,1.480854665,0.926865869,0.926865869,,,0,0.06,0.38,0.785382693,4.974090387
0.028582355,0.034,1.5,19.63456732,0.063,0.012,0.012,0.015,0.196345673,0.012,0.157076539,0.846202666,0.52963764,0.52963764,,,21.4,0.05,0.38,0.654485577,4.974090387
0.028582355,0.036,1.5,19.63456732,0.063,0.006,0.009,0.013,0.17016625,0.009,0.117807404,0.634651999,0.39722823,0.39722823,,,42.6,0.049,0.43,0.641395866,5.628575965
0.028582355,0.04,1.5,19.63456732,0.063,0.003,0.003,0.004,0.052358846,0.003,0.039269135,0.211550666,0.13240941,0.13240941,,,71,0.041,0.33,0.536678173,4.31960481
0.024065665,0.024,1.5,17.17596783,0.063,0.0285,0.027,0.027,0.309167421,0.027,0.309167421,1.903955997,1.191684689,1.191684689,,,0,0.11,0.68,1.259570975,7.786438752
0.024065665,0.029,1.5,17.17596783,0.063,0.015,0.0195,0.018,0.206111614,0.0195,0.223287582,1.375079331,0.860661164,0.860661164,,,21.4,0.075,0.38,0.858798392,4.351245185
0.024065665,0.032,1.5,17.17596783,0.063,0.012,0.015,0.012,0.137407743,0.015,0.171759678,1.057753332,0.662047049,0.662047049,,,42.6,0.061,0.43,0.698489359,4.923777446
0.024065665,0.035,1.5,17.17596783,0.063,0.0075,0.0105,0.009,0.103055807,0.0105,0.120231775,0.740427332,0.463432935,0.463432935,,,71,0.058,0.35,0.664137423,4.007725828
0.020855066,0.023,1.5,15.36576216,0.063,0.039,0.0285,0.028,0.28682756,0.0285,0.291949481,2.009731331,1.257889394,1.257889394,,,0,0.143,0.61,1.464869326,6.248743279
0.020855066,0.026,1.5,15.36576216,0.063,0.0255,0.024,0.025,0.256096036,0.024,0.245852195,1.692405331,1.059275279,1.059275279,,,21.4,0.089,0.63,0.911701888,6.453620108
0.020855066,0.029,1.5,15.36576216,0.063,0.021,0.0195,0.02,0.204876829,0.0195,0.199754908,1.375079331,0.860661164,0.860661164,,,42.6,0.073,0.48,0.747800425,4.917043892
0.020855066,0.031,1.5,15.36576216,0.063,0.0135,0.0165,0.015,0.153657622,0.0165,0.169023384,1.163528665,0.728251754,0.728251754,,,71,0.071,0.43,0.727312742,4.40485182
0.028582355,0.028,1.5,19.63456732,0.075,0.033,0.033,0.032,0.418870769,0.033,0.431960481,2.32705733,1.456503509,1.456503509,,,0,0.145,0.58,1.898008174,7.592032696
0.028582355,0.036,1.5,19.63456732,0.075,0.021,0.021,0.019,0.248704519,0.021,0.274883942,1.480854665,0.926865869,0.926865869,,,21.4,0.092,0.38,1.204253462,4.974090387
0.028582355,0.039,1.5,19.63456732,0.075,0.018,0.0165,0.018,0.235614808,0.0165,0.215980241,1.163528665,0.728251754,0.728251754,,,42.6,0.07,0.38,0.916279808,4.974090387
0.028582355,0.041,1.5,19.63456732,0.075,0.012,0.0135,0.014,0.183255962,0.0135,0.176711106,0.951977999,0.595842345,0.595842345,,,71,0.058,0.33,0.75920327,4.31960481
0.024065665,0.026,1.5,17.17596783,0.075,0.0345,0.036,0.036,0.412223228,0.036,0.412223228,2.538607997,1.588912919,1.588912919,,,0,0.175,0.65,2.003862914,7.442919395
0.024065665,0.031,1.5,17.17596783,0.075,0.0315,0.0285,0.028,0.320618066,0.0285,0.326343389,2.009731331,1.257889394,1.257889394,,,21.4,0.122,0.53,1.396978717,6.068841968
0.024065665,0.032,1.5,17.17596783,0.075,0.0255,0.027,0.026,0.297716776,0.027,0.309167421,1.903955997,1.191684689,1.191684689,,,42.6,0.106,0.53,1.213768394,6.068841968
0.024065665,0.035,1.5,17.17596783,0.075,0.0225,0.0225,0.022,0.251914195,0.0225,0.257639518,1.586629998,0.993070574,0.993070574,,,71,0.087,0.43,0.996206134,4.923777446
0.020855066,0.021,1.5,15.36576216,0.075,0.0405,0.0435,0.043,0.440485182,0.0435,0.445607103,3.067484663,1.919936443,1.919936443,,,0,0.228,0.88,2.335595849,9.014580468
0.020855066,0.029,1.5,15.36576216,0.075,0.0375,0.0315,0.031,0.317559085,0.0315,0.322681005,2.221281997,1.390298804,1.390298804,,,21.4,0.136,0.68,1.393162436,6.96581218
0.020855066,0.03,1.5,15.36576216,0.075,0.024,0.03,0.029,0.297071402,0.03,0.307315243,2.115506664,1.324094099,1.324094099,,,42.6,0.13,0.63,1.331699387,6.453620108
0.020855066,0.035,1.5,15.36576216,0.075,0.0225,0.0225,0.023,0.235608353,0.0225,0.230486432,1.586629998,0.993070574,0.993070574,,,71,0.107,0.5,1.096091034,5.121920721
0.028582355,0.029,1.5,19.63456732,0.093,0.0525,0.0495,0.048,0.628306154,0.0495,0.647940722,3.490585995,2.184755263,2.184755263,,,0,0.175,0.58,2.29069952,7.592032696
0.028582355,0.036,1.5,19.63456732,0.093,0.045,0.039,0.038,0.497409039,0.039,0.51049875,2.750158663,1.721322329,1.721322329,,,21.4,0.158,0.5,2.068174424,6.544855773
0.028582355,0.039,1.5,19.63456732,0.093,0.036,0.0345,0.039,0.51049875,0.0345,0.451595048,2.432832663,1.522708214,1.522708214,,,42.6,0.133,0.48,1.740931636,6.283061542
0.028582355,0.039,1.5,19.63456732,0.093,0.033,0.0345,0.035,0.458139904,0.0345,0.451595048,2.432832663,1.522708214,1.522708214,,,71,0.121,0.48,1.583855097,6.283061542
0.024065665,0.025,1.5,17.17596783,0.093,0.06,0.0555,0.056,0.641236133,0.0555,0.63551081,3.913687328,2.449574083,2.449574083,,,0,0.21,0.63,2.404635497,7.213906491
0.024065665,0.03,1.5,17.17596783,0.093,0.0465,0.048,0.046,0.52672968,0.048,0.549630971,3.384810662,2.118550558,2.118550558,,,21.4,0.194,0.58,2.221425173,6.64137423
0.024065665,0.034,1.5,17.17596783,0.093,0.042,0.042,0.042,0.480927099,0.042,0.480927099,2.961709329,1.853731739,1.853731739,,,42.6,0.176,0.58,2.015313559,6.64137423
0.024065665,0.037,1.5,17.17596783,0.093,0.03,0.0375,0.037,0.423673873,0.0375,0.429399196,2.64438333,1.655117624,1.655117624,,,71,0.172,0.56,1.969510978,6.412361325
0.020855066,0.021,1.5,15.36576216,0.093,0.0585,0.0615,0.061,0.624874328,0.0615,0.629996249,4.336788661,2.714392903,2.714392903,,,0,0.25,0.65,2.56096036,6.658496937
0.020855066,0.026,1.5,15.36576216,0.093,0.0495,0.054,0.053,0.542923596,0.054,0.553167438,3.807911995,2.383369378,2.383369378,,,21.4,0.213,0.73,2.181938227,7.478004252
0.020855066,0.029,1.5,15.36576216,0.093,0.051,0.0495,0.05,0.512192072,0.0495,0.507070151,3.490585995,2.184755263,2.184755263,,,42.6,0.196,0.63,2.007792922,6.453620108
0.020855066,0.031,1.5,15.36576216,0.093,0.0465,0.0465,0.044,0.450729023,0.0465,0.476338627,3.279035329,2.052345853,2.052345853,,,71,0.166,0.63,1.700477679,6.453620108
0.028582355,0.026,1.5,19.63456732,0.111,0.075,0.072,0.07,0.916279808,0.072,0.942459231,5.077215993,3.177825837,3.177825837,,,0,0.213,0.48,2.788108559,6.283061542
0.028582355,0.035,1.5,19.63456732,0.111,0.051,0.0585,0.053,0.693754712,0.0585,0.765748125,4.125237994,2.581983493,2.581983493,,,21.4,0.162,0.48,2.12053327,6.283061542
0.028582355,0.036,1.5,19.63456732,0.111,0.0495,0.057,0.056,0.733023847,0.057,0.746113558,4.019462661,2.515778788,2.515778788,,,35.6,0.184,0.45,2.408506924,5.890370196
0.028582355,0.041,1.5,19.63456732,0.111,0.0495,0.0495,0.049,0.641395866,0.0495,0.647940722,3.490585995,2.184755263,2.184755263,,,71,0.152,0.48,1.989636155,6.283061542
0.024065665,0.022,1.5,17.17596783,0.111,0.0795,0.078,0.075,0.858798392,0.078,0.893150327,5.500317326,3.442644657,3.442644657,,,0,0.24,0.53,2.748154854,6.068841968
0.024065665,0.032,1.5,17.17596783,0.111,0.063,0.063,0.063,0.721390649,0.063,0.721390649,4.442563994,2.780597608,2.780597608,,,35.6,0.21,0.56,2.404635497,6.412361325
0.024065665,0.032,1.5,17.17596783,0.111,0.0615,0.063,0.063,0.721390649,0.063,0.721390649,4.442563994,2.780597608,2.780597608,,,42.6,0.197,0.6,2.255777109,6.870387134
0.024065665,0.037,1.5,17.17596783,0.111,0.0435,0.0555,0.052,0.595433552,0.0555,0.63551081,3.913687328,2.449574083,2.449574083,,,71,0.19,0.54,2.175622592,6.183348421
0.020855066,0.022,1.5,15.36576216,0.111,0.0795,0.078,0.077,0.788775791,0.078,0.799019632,5.500317326,3.442644657,3.442644657,,,0,0.248,0.68,2.540472677,6.96581218
0.020855066,0.027,1.5,15.36576216,0.111,0.069,0.0705,0.07,0.717068901,0.0705,0.722190822,4.97144066,3.111621133,3.111621133,,,21.4,0.241,0.68,2.468765787,6.96581218
0.020855066,0.028,1.5,15.36576216,0.111,0.072,0.069,0.068,0.696581218,0.069,0.706825059,4.865665327,3.045416428,3.045416428,,,42.6,0.217,0.66,2.222913593,6.760935351
0.020855066,0.03,1.5,15.36576216,0.111,0.075,0.066,0.066,0.676093535,0.066,0.676093535,4.65411466,2.913007018,2.913007018,,,71,0.215,0.68,2.20242591,6.96581218
0.028582355,0.028,2,26.17942309,0.084,0.02,0.028,0.028,0.366511923,0.028,0.366511923,1.974472886,1.235821159,1.235821159,,,0,0.095,0.51,1.243522597,6.675752888
0.028582355,0.034,2,26.17942309,0.084,0.016,0.016,0.02,0.261794231,0.016,0.209435385,1.128270221,0.706183519,0.706183519,,,21.4,0.059,0.41,0.772292981,5.366781734
0.028582355,0.036,2,26.17942309,0.084,0.022,0.012,0.017,0.222525096,0.012,0.157076539,0.846202666,0.52963764,0.52963764,,,42.6,0.057,0.41,0.746113558,5.366781734
0.028582355,0.04,2,26.17942309,0.084,0.004,0.004,0.005,0.065448558,0.004,0.052358846,0.282067555,0.17654588,0.17654588,,,71,0.054,0.31,0.706844423,4.057810579
0.024065665,0.024,2,22.90129045,0.084,0.03,0.036,0.035,0.400772583,0.036,0.412223228,2.538607997,1.588912919,1.588912919,,,0,0.148,0.65,1.694695493,7.442919395
0.024065665,0.029,2,22.90129045,0.084,0.028,0.026,0.024,0.274815485,0.026,0.297716776,1.833439109,1.147548219,1.147548219,,,21.4,0.121,0.56,1.385528072,6.412361325
0.024065665,0.032,2,22.90129045,0.084,0.018,0.02,0.016,0.183210324,0.02,0.229012904,1.410337776,0.882729399,0.882729399,,,42.6,0.077,0.61,0.881699682,6.984893586
0.024065665,0.035,2,22.90129045,0.084,0.01,0.014,0.012,0.137407743,0.014,0.160309033,0.987236443,0.61791058,0.61791058,,,71,0.069,0.36,0.79009452,4.12223228
0.020855066,0.023,2,20.48768288,0.084,0.026,0.038,0.038,0.389265975,0.038,0.389265975,2.679641774,1.677185859,1.677185859,,,0,0.163,0.71,1.669746155,7.273127423
0.020855066,0.026,2,20.48768288,0.084,0.036,0.032,0.033,0.338046768,0.032,0.327802926,2.256540441,1.412367039,1.412367039,,,21.4,0.125,0.56,1.28048018,5.736551207
0.020855066,0.029,2,20.48768288,0.084,0.026,0.026,0.026,0.266339877,0.026,0.266339877,1.833439109,1.147548219,1.147548219,,,42.6,0.088,0.56,0.901458047,5.736551207
0.020855066,0.031,2,20.48768288,0.084,0.016,0.022,0.02,0.204876829,0.022,0.225364512,1.551371553,0.971002339,0.971002339,,,71,0.1,0.46,1.024384144,4.712167063
0.028582355,0.028,2,26.17942309,0.1,0.04,0.044,0.043,0.562857596,0.044,0.575947308,3.102743107,1.942004678,1.942004678,,,0,0.18,0.59,2.356148078,7.722929812
0.028582355,0.036,2,26.17942309,0.1,0.02,0.028,0.026,0.3403325,0.028,0.366511923,1.974472886,1.235821159,1.235821159,,,21.4,0.107,0.46,1.400599135,6.021267311
0.028582355,0.039,2,26.17942309,0.1,0.018,0.022,0.024,0.314153077,0.022,0.287973654,1.551371553,0.971002339,0.971002339,,,42.6,0.097,0.39,1.26970202,5.104987503
0.028582355,0.041,2,26.17942309,0.1,0.012,0.018,0.018,0.235614808,0.018,0.235614808,1.269303998,0.794456459,0.794456459,,,71,0.073,0.46,0.955548943,6.021267311
0.024065665,0.026,2,22.90129045,0.1,0.046,0.048,0.048,0.549630971,0.048,0.549630971,3.384810662,2.118550558,2.118550558,,,0,0.208,0.71,2.381734206,8.129958109
0.024065665,0.031,2,22.90129045,0.1,0.036,0.038,0.037,0.423673873,0.038,0.435124518,2.679641774,1.677185859,1.677185859,,,21.4,0.144,0.56,1.648892912,6.412361325
0.024065665,0.032,2,22.90129045,0.1,0.034,0.036,0.035,0.400772583,0.036,0.412223228,2.538607997,1.588912919,1.588912919,,,42.6,0.135,0.51,1.545837105,5.839829064
0.024065665,0.035,2,22.90129045,0.1,0.024,0.03,0.029,0.332068711,0.03,0.343519357,2.115506664,1.324094099,1.324094099,,,71,0.101,0.51,1.156515168,5.839829064
0.020855066,0.021,2,20.48768288,0.1,0.054,0.058,0.058,0.594142804,0.058,0.594142804,4.08997955,2.559915258,2.559915258,,,0,0.235,0.81,2.407302739,8.297511567
0.020855066,0.029,2,20.48768288,0.1,0.034,0.042,0.042,0.430241341,0.042,0.430241341,2.961709329,1.853731739,1.853731739,,,21.4,0.184,0.61,1.884866825,6.248743279
0.020855066,0.03,2,20.48768288,0.1,0.042,0.04,0.039,0.399509816,0.04,0.409753658,2.820675552,1.765458799,1.765458799,,,42.6,0.165,0.7,1.690233838,7.170689009
0.020855066,0.035,2,20.48768288,0.1,0.03,0.03,0.03,0.307315243,0.03,0.307315243,2.115506664,1.324094099,1.324094099,,,71,0.141,0.63,1.444381643,6.453620108
0.028582355,0.029,2,26.17942309,0.124,0.06,0.066,0.065,0.85083125,0.066,0.863920962,4.65411466,2.913007018,2.913007018,,,0,0.2,0.56,2.617942309,7.330238466
0.028582355,0.036,2,26.17942309,0.124,0.044,0.052,0.051,0.667575289,0.052,0.680665,3.666878217,2.295096438,2.295096438,,,21.4,0.165,0.5,2.159802405,6.544855773
0.028582355,0.039,2,26.17942309,0.124,0.044,0.046,0.051,0.667575289,0.046,0.602126731,3.243776885,2.030277618,2.030277618,,,42.6,0.16,0.51,2.094353847,6.675752888
0.028582355,0.039,2,26.17942309,0.124,0.048,0.046,0.046,0.602126731,0.046,0.602126731,3.243776885,2.030277618,2.030277618,,,71,0.139,0.46,1.819469905,6.021267311
0.024065665,0.025,2,22.90129045,0.124,0.068,0.074,0.075,0.858798392,0.074,0.847347747,5.218249771,3.266098777,3.266098777,,,0,0.238,0.61,2.725253563,6.984893586
0.024065665,0.03,2,22.90129045,0.124,0.056,0.064,0.061,0.698489359,0.064,0.732841294,4.513080883,2.824734078,2.824734078,,,21.4,0.211,0.56,2.416086142,6.412361325
0.024065665,0.034,2,22.90129045,0.124,0.056,0.056,0.056,0.641236133,0.056,0.641236133,3.948945773,2.471642318,2.471642318,,,42.6,0.192,0.56,2.198523883,6.412361325
0.024065665,0.037,2,22.90129045,0.124,0.056,0.05,0.05,0.572532261,0.05,0.572532261,3.52584444,2.206823498,2.206823498,,,71,0.188,0.53,2.152721302,6.068841968
0.020855066,0.021,2,20.48768288,0.124,0.086,0.082,0.082,0.839994998,0.082,0.839994998,5.782384881,3.619190537,3.619190537,,,0,0.263,0.61,2.694130299,6.248743279
0.020855066,0.026,2,20.48768288,0.124,0.07,0.072,0.07,0.717068901,0.072,0.737556584,5.077215993,3.177825837,3.177825837,,,21.4,0.251,0.65,2.571204202,6.658496937
0.020855066,0.029,2,20.48768288,0.124,0.066,0.066,0.066,0.676093535,0.066,0.676093535,4.65411466,2.913007018,2.913007018,,,42.6,0.235,0.61,2.407302739,6.248743279
0.020855066,0.031,2,20.48768288,0.124,0.052,0.062,0.059,0.604386645,0.062,0.635118169,4.372047105,2.736461138,2.736461138,,,71,0.196,0.61,2.007792922,6.248743279
0.028582355,0.026,2,26.17942309,0.148,0.084,0.096,0.093,1.217343174,0.096,1.256612308,6.769621324,4.237101117,4.237101117,,,0,0.24,0.54,3.141530771,7.068444235
0.028582355,0.035,2,26.17942309,0.148,0.072,0.078,0.071,0.92936952,0.078,1.020997501,5.500317326,3.442644657,3.442644657,,,21.4,0.208,0.46,2.722660001,6.021267311
0.028582355,0.036,2,26.17942309,0.148,0.076,0.076,0.075,0.981728366,0.076,0.994818077,5.359283548,3.354371717,3.354371717,,,35.6,0.212,0.43,2.775018848,5.628575965
0.028582355,0.041,2,26.17942309,0.148,0.064,0.066,0.065,0.85083125,0.066,0.863920962,4.65411466,2.913007018,2.913007018,,,71,0.181,0.46,2.36923779,6.021267311
0.024065665,0.022,2,22.90129045,0.148,0.094,0.104,0.1,1.145064522,0.104,1.190867103,7.333756435,4.590192876,4.590192876,,,0,0.27,0.53,3.09167421,6.068841968
0.024065665,0.032,2,22.90129045,0.148,0.084,0.084,0.083,0.950403554,0.084,0.961854199,5.923418659,3.707463477,3.707463477,,,35.6,0.244,0.53,2.793957434,6.068841968
0.024065665,0.032,2,22.90129045,0.148,0.086,0.084,0.083,0.950403554,0.084,0.961854199,5.923418659,3.707463477,3.707463477,,,42.6,0.223,0.54,2.553493885,6.183348421
0.024065665,0.037,2,22.90129045,0.148,0.076,0.074,0.07,0.801545166,0.074,0.847347747,5.218249771,3.266098777,3.266098777,,,71,0.216,0.51,2.473339368,5.839829064
0.020855066,0.022,2,20.48768288,0.148,0.092,0.104,0.103,1.055115668,0.104,1.06535951,7.333756435,4.590192876,4.590192876,,,0,0.283,0.66,2.899007128,6.760935351
0.020855066,0.027,2,20.48768288,0.148,0.094,0.094,0.093,0.952677254,0.094,0.962921095,6.628587547,4.148828177,4.148828177,,,21.4,0.274,0.62,2.806812555,6.351181694
0.020855066,0.028,2,20.48768288,0.148,0.088,0.092,0.091,0.932189571,0.092,0.942433413,6.487553769,4.060555237,4.060555237,,,42.6,0.247,0.63,2.530228836,6.453620108
0.020855066,0.03,2,20.48768288,0.148,0.084,0.088,0.088,0.901458047,0.088,0.901458047,6.205486214,3.884009357,3.884009357,,,71,0.254,0.63,2.601935726,6.453620108
0.002794003,0.002794003,1,19.3692028,0.0086,,,0.005805997,0.112457524,0.005805997,0.112457524,1.978867247,1.548678715,1.396847469,0.03,,0,0.039,！a,0.755398909,-
0.001803312,0.001803312,1,13.77883755,0.0086,,,0.006796688,0.09365046,0.006796688,0.09365046,2.316526242,1.812933581,1.635194994,0.054,,0,0.088,！a,1.212537704,-
